question_id,character_id,profession,difficulty,field_key,question_text,correct_answer,options_json
wildling_cn_release_date_hard,wildling,survivor,hard,cn_release_date,該角色的上線日期為？,2019-05-09,"[""2018-09-13"",""2019-05-09"",""2020-02-27""]"
wildling_cn_voice_actor_hard,wildling,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,劉垚,"[""劉垚"",""秦文靜"",""樊浩宇""]"
wildling_experiment_code_hard,wildling,survivor,hard,experiment_code,該角色的實驗代號為？,8-?-5,"[""8-?-5"",""6-1-4"",""10-0-2/11-1-1""]"
acrobat_manor_name_easy,acrobat,survivor,easy,manor_name,該角色在莊園的名字是？,麥克·莫頓,"[""伊芙琳·莫雷"",""麥克·莫頓"",""艾格·瓦爾登""]"
acrobat_real_name_easy,acrobat,survivor,easy,real_name,該角色的本名是？,麥克·莫頓,"[""埃弗隆·懷茲"",""馬蒂亞斯·切爾寧"",""麥克·莫頓""]"
acrobat_alias_easy,acrobat,survivor,easy,alias,玩家可能怎麼稱呼該角色？,麥麥頭,"[""麥麥頭"",""挖寶男孩"",""iv""]"
acrobat_camp_easy,acrobat,survivor,easy,camp,該角色的陣營是？,求生者,"[""監管者"",""求生者""]"
acrobat_birthday_or_anniversary_easy,acrobat,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,6月1日,"[""6月1日"",""5月2日"",""8月11日""]"
acrobat_age_easy,acrobat,survivor,easy,age,該角色的年齡是？,22,"[""22"",""32"",""28""]"
acrobat_gender_easy,acrobat,survivor,easy,gender,該角色的性別是？,男,"[""男"",""女""]"
acrobat_likes_easy,acrobat,survivor,easy,likes,該角色喜歡？,獅子、舞台燈,"[""獅子、舞台燈"",""夏季"",""機油、蝴蝶結""]"
acrobat_dislikes_easy,acrobat,survivor,easy,dislikes,該角色討厭？,暴力和粗魯的傢伙,"[""猴子"",""暴力和粗魯的傢伙"",""欺騙、教條主義""]"
acrobat_representative_s_tier_costume_easy,acrobat,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,雨燕先生,"[""KING-h1"",""欺惑之燕"",""雨燕先生""]"
acrobat_representative_a_tier_costume_easy,acrobat,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,茶話會、祈雨珠,"[""茶話會、祈雨珠"",""黑鷲"",""獵龍者""]"
acrobat_abyss_s_or_a_costume_easy,acrobat,survivor,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,機靈鬼、ACE、可可豆,"[""雪原獵人、弄臣、青須的公爵"",""機靈鬼、ACE、可可豆"",""小明星、BISHOP-f1、OPH. LILY""]"
acrobat_cn_release_date_hard,acrobat,survivor,hard,cn_release_date,該角色的上線日期為？,2019-06-27,"[""2018-04-05"",""2019-06-27"",""2021-10-14""]"
acrobat_cn_voice_actor_hard,acrobat,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,翟巍,"[""孫曄"",""翟巍"",""劉垚""]"
acrobat_experiment_code_hard,acrobat,survivor,hard,experiment_code,該角色的實驗代號為？,8-?-2,"[""8-?-2"",""6-1-4"",""9-?-2""]"
first_mate_manor_name_easy,first_mate,survivor,easy,manor_name,該角色在莊園的名字是？,何塞·巴登,"[""“奧爾菲斯”"",""何塞·巴登"",""查理斯·霍爾特""]"
first_mate_real_name_easy,first_mate,survivor,easy,real_name,該角色的本名是？,何塞·巴登,"[""何塞·巴登"",""阿曼達·加蒂斯"",""弗雷德里克·克雷伯格""]"
first_mate_alias_easy,first_mate,survivor,easy,alias,玩家可能怎麼稱呼該角色？,大表哥,"[""舞舞"",""跳跳蜥"",""大表哥""]"
first_mate_camp_easy,first_mate,survivor,easy,camp,該角色的陣營是？,求生者,"[""求生者"",""監管者""]"
first_mate_birthday_or_anniversary_easy,first_mate,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,9月24日,"[""2月14日"",""9月24日"",""5月21日""]"
first_mate_age_easy,first_mate,survivor,easy,age,該角色的年齡是？,25,"[""21"",""25"",""27""]"
first_mate_gender_easy,first_mate,survivor,easy,gender,該角色的性別是？,男,"[""男"",""女""]"
first_mate_likes_easy,first_mate,survivor,easy,likes,該角色喜歡？,有品位的奢侈品,"[""溫柔的人"",""有品位的奢侈品"",""松露蛋糕、希臘神話""]"
first_mate_dislikes_easy,first_mate,survivor,easy,dislikes,該角色討厭？,音樂,"[""潮濕、陰暗"",""郊狼"",""音樂""]"
first_mate_representative_s_tier_costume_easy,first_mate,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,蜉蝣一晌,"[""蜉蝣一晌"",""\""自由領袖\""D"",""驚鴻""]"
first_mate_representative_a_tier_costume_easy,first_mate,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,鐵鉤船長、明智吾郎,"[""納西瑟斯、黃金比例"",""鐵鉤船長、明智吾郎"",""測量者、\""守財奴\""、禁閉院長""]"
first_mate_abyss_s_or_a_costume_easy,first_mate,survivor,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,起航日、霜焰特調、尋星者,"[""起航日、霜焰特調、尋星者"",""羅密歐、湖中影、瑪吉努"",""璀璨的孤狼、黑鬱金香、雀舌""]"
first_mate_cn_release_date_hard,first_mate,survivor,hard,cn_release_date,該角色的上線日期為？,2019-07-18,"[""2018-09-27"",""2018-04-02"",""2019-07-18""]"
first_mate_cn_voice_actor_hard,first_mate,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,劉以嘉,"[""陳昊天"",""劉以嘉"",""武向彤""]"
first_mate_experiment_code_hard,first_mate,survivor,hard,experiment_code,該角色的實驗代號為？,5-0-3,"[""0-0-3/0-1-3"",""2-1-1"",""5-0-3""]"
bartender_manor_name_easy,bartender,survivor,easy,manor_name,該角色在莊園的名字是？,黛米·波本,"[""莉莉·巴利爾"",""弗雷德里克·克雷伯格"",""黛米·波本""]"
bartender_real_name_easy,bartender,survivor,easy,real_name,該角色的本名是？,黛米·波本,"[""諾頓·坎貝爾"",""黛米·波本"",""克萊奧·德克魯""]"
bartender_alias_easy,bartender,survivor,easy,alias,玩家可能怎麼稱呼該角色？,大米,"[""丑皇"",""iv"",""大米""]"
bartender_camp_easy,bartender,survivor,easy,camp,該角色的陣營是？,求生者,"[""監管者"",""求生者""]"
bartender_birthday_or_anniversary_easy,bartender,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,2月14日,"[""2月14日"",""10月10日"",""5月29日""]"
bartender_age_easy,bartender,survivor,easy,age,該角色的年齡是？,22,"[""30"",""22"",""35""]"
bartender_gender_easy,bartender,survivor,easy,gender,該角色的性別是？,女,"[""男"",""女""]"
bartender_likes_easy,bartender,survivor,easy,likes,該角色喜歡？,酒、音樂、錢,"[""酒、音樂、錢"",""圖書館、家人、深秋"",""獅子、舞台燈""]"
bartender_dislikes_easy,bartender,survivor,easy,dislikes,該角色討厭？,疼痛、醫院,"[""老鼠、狐狸"",""疼痛、醫院"",""淺薄無知的人、不受控制的事""]"
bartender_representative_s_tier_costume_easy,bartender,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,破碎的芙拉吉爾,"[""烏撒來客"",""破碎的芙拉吉爾"",""星之王""]"
bartender_representative_a_tier_costume_easy,bartender,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,海鹽特調、裁決之酒,"[""聞雷爪"",""\""膨化\""、LEONARD"",""海鹽特調、裁決之酒""]"
bartender_abyss_s_or_a_costume_easy,bartender,survivor,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,"""宴舞""、逆旅驚魂、逐浪的玫瑰","[""\""宴舞\""、逆旅驚魂、逐浪的玫瑰"",""嗜金海怪、海怪船長"",""多色印刷、達芬奇、掌中篆記""]"
bartender_cn_release_date_hard,bartender,survivor,hard,cn_release_date,該角色的上線日期為？,2019-09-26,"[""2019-09-26"",""2018-04-05"",""2022-12-01""]"
bartender_cn_voice_actor_hard,bartender,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,張安琪,"[""穆雪婷"",""劉飛"",""張安琪""]"
bartender_experiment_code_hard,bartender,survivor,hard,experiment_code,該角色的實驗代號為？,6-?-3,"[""6-?-3"",""2-0-2"",""3-1-2""]"
postman_manor_name_easy,postman,survivor,easy,manor_name,該角色在莊園的名字是？,維克多·葛蘭茲,"[""維克多·葛蘭茲"",""馬蒂亞斯·切爾寧"",""溫迪·福特""]"
postman_real_name_easy,postman,survivor,easy,real_name,該角色的本名是？,維克多·葛蘭茲,"[""馬庫斯·索恩"",""維克多·葛蘭茲"",""諾頓·坎貝爾""]"
postman_alias_easy,postman,survivor,easy,alias,玩家可能怎麼稱呼該角色？,uu,"[""月亮河之母"",""蝶后"",""uu""]"
postman_camp_easy,postman,survivor,easy,camp,該角色的陣營是？,求生者,"[""監管者"",""求生者""]"
postman_birthday_or_anniversary_easy,postman,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,12月25日,"[""11月13日"",""4月3日"",""12月25日""]"
postman_age_easy,postman,survivor,easy,age,該角色的年齡是？,23,"[""22"",""23"",""30""]"
postman_gender_easy,postman,survivor,easy,gender,該角色的性別是？,男,"[""女"",""男""]"
postman_likes_easy,postman,survivor,easy,likes,該角色喜歡？,動物、小花,"[""動物、小花"",""飛禽"",""酒、音樂、錢""]"
postman_dislikes_easy,postman,survivor,easy,dislikes,該角色討厭？,被其他人注視或者談論,"[""被溺愛的孩子，情感不和的兄弟姐妹"",""被其他人注視或者談論"",""無用的、聒噪的人或物""]"
postman_representative_s_tier_costume_easy,postman,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,初擁,"[""征服"",""亡靈之主"",""初擁""]"
postman_representative_a_tier_costume_easy,postman,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,聖誕信使,"[""此地禁行"",""聖誕信使"",""查吉、狂歡時刻、裁紙機""]"
postman_abyss_s_or_a_costume_easy,postman,survivor,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,"潘塔龍、秋日隨想、""亡靈""","[""警醒的龜先生、發明家、愛麗絲"",""船影、春信、逆刃之鞭"",""潘塔龍、秋日隨想、\""亡靈\""""]"
postman_cn_release_date_hard,postman,survivor,hard,cn_release_date,該角色的上線日期為？,2019-12-08,"[""2025-05-22"",""2019-12-08"",""2021-11-18""]"
postman_cn_voice_actor_hard,postman,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,劉垚,"[""孫曄"",""金娜"",""劉垚""]"
postman_experiment_code_hard,postman,survivor,hard,experiment_code,該角色的實驗代號為？,3-?-3,"[""0-0-3/0-1-3"",""11-0-2"",""3-?-3""]"
tomb_keeper_manor_name_easy,tomb_keeper,survivor,easy,manor_name,該角色在莊園的名字是？,安德魯·克雷斯,"[""安德魯·克雷斯"",""麥克·莫頓"",""“奧爾菲斯”""]"
tomb_keeper_real_name_easy,tomb_keeper,survivor,easy,real_name,該角色的本名是？,安德魯·克雷斯,"[""維克多·葛蘭茲"",""安德魯·克雷斯"",""阿爾瓦·洛倫茲""]"
tomb_keeper_alias_easy,tomb_keeper,survivor,easy,alias,玩家可能怎麼稱呼該角色？,掏哥,"[""皮皮善"",""掏哥"",""牢飛""]"
tomb_keeper_camp_easy,tomb_keeper,survivor,easy,camp,該角色的陣營是？,求生者,"[""監管者"",""求生者""]"
tomb_keeper_birthday_or_anniversary_easy,tomb_keeper,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,2月13日,"[""11月22日"",""12月22日"",""2月13日""]"
tomb_keeper_age_easy,tomb_keeper,survivor,easy,age,該角色的年齡是？,24,"[""21"",""24"",""28""]"
tomb_keeper_gender_easy,tomb_keeper,survivor,easy,gender,該角色的性別是？,男,"[""男"",""女""]"
tomb_keeper_likes_easy,tomb_keeper,survivor,easy,likes,該角色喜歡？,紫色鳶尾、沙漏、墓誌銘,"[""美麗的"",""有霧的夜晚"",""紫色鳶尾、沙漏、墓誌銘""]"
tomb_keeper_dislikes_easy,tomb_keeper,survivor,easy,dislikes,該角色討厭？,陽光、火把,"[""陽光、火把"",""尖音、白色、鏡子"",""無用的、聒噪的人或物""]"
tomb_keeper_representative_s_tier_costume_easy,tomb_keeper,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,半精靈騎士,"[""半精靈騎士"",""\""鬼燭\"""",""血宴""]"
tomb_keeper_representative_a_tier_costume_easy,tomb_keeper,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,日落黃沙,"[""日落黃沙"",""民謠樂手、煉獄奏曲"",""\""稻草人\""、鬥牛士之吻、領頭羊""]"
tomb_keeper_abyss_s_or_a_costume_easy,tomb_keeper,survivor,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,壁畫修復員、墓誌銘、家園設計師,"[""羅密歐、湖中影、瑪吉努"",""灰燼狂想、祖祖、緘默者"",""壁畫修復員、墓誌銘、家園設計師""]"
tomb_keeper_cn_release_date_hard,tomb_keeper,survivor,hard,cn_release_date,該角色的上線日期為？,2020-02-27,"[""2019-09-26"",""2026-04-23"",""2020-02-27""]"
tomb_keeper_cn_voice_actor_hard,tomb_keeper,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,馬洋,"[""薛諒"",""馬洋"",""安志""]"
tomb_keeper_experiment_code_hard,tomb_keeper,survivor,hard,experiment_code,該角色的實驗代號為？,3-0-1,"[""2-0-2"",""3-0-1"",""6-0-5""]"
prisoner_manor_name_easy,prisoner,survivor,easy,manor_name,該角色在莊園的名字是？,盧卡·巴爾薩,"[""盧卡·巴爾薩"",""查理斯·霍爾特"",""瓦倫蒂娜·雅加·瓦西裡耶娃""]"
prisoner_real_name_easy,prisoner,survivor,easy,real_name,該角色的本名是？,盧卡斯·巴爾薩克,"[""奈布·薩貝達"",""柯根·尼古拉斯·基奧"",""盧卡斯·巴爾薩克""]"
prisoner_former_name_easy,prisoner,survivor,easy,former_name,該角色的曾用名是？,盧卡斯·巴爾薩克,"[""伊塔·維魯弗"",""羅比·懷特"",""盧卡斯·巴爾薩克""]"
prisoner_nickname_easy,prisoner,survivor,easy,nickname,該角色的小名是？,小洛倫茲,"[""小洛倫茲"",""蕭七"",""小幸""]"
prisoner_alias_easy,prisoner,survivor,easy,alias,玩家可能怎麼稱呼該角色？,電擊小子,"[""電擊小子"",""哭丑"",""愛美麗""]"
prisoner_camp_easy,prisoner,survivor,easy,camp,該角色的陣營是？,求生者,"[""求生者"",""監管者""]"
prisoner_birthday_or_anniversary_easy,prisoner,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,7月10日,"[""5月2日"",""7月10日"",""7月30日""]"
prisoner_age_easy,prisoner,survivor,easy,age,該角色的年齡是？,21,"[""32"",""21"",""30""]"
prisoner_gender_easy,prisoner,survivor,easy,gender,該角色的性別是？,男,"[""女"",""男""]"
prisoner_likes_easy,prisoner,survivor,easy,likes,該角色喜歡？,書籍、音樂、科學實驗,"[""新奇的生物"",""書籍、音樂、科學實驗"",""家人""]"
prisoner_dislikes_easy,prisoner,survivor,easy,dislikes,該角色討厭？,尖音、刑具,"[""寒冷"",""尖音、刑具"",""猴子""]"
prisoner_representative_s_tier_costume_easy,prisoner,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,蝰,"[""岩鴿"",""招風旗"",""蝰""]"
prisoner_representative_a_tier_costume_easy,prisoner,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,黎明賦格、靈犀妙探,"[""黎明賦格、靈犀妙探"",""海鹽特調、裁決之酒"",""熔岩蛋糕""]"
prisoner_abyss_s_or_a_costume_easy,prisoner,survivor,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,賓漢、畢業日、冬蟬,"[""壁畫修復員、墓誌銘、家園設計師"",""賓漢、畢業日、冬蟬"",""灰燼狂想、祖祖、緘默者""]"
prisoner_cn_release_date_hard,prisoner,survivor,hard,cn_release_date,該角色的上線日期為？,2020-03-19,"[""2020-03-19"",""2018-11-15"",""2025-01-23""]"
prisoner_cn_voice_actor_hard,prisoner,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,翟巍,"[""王宇航"",""翟巍"",""杜晴晴""]"
prisoner_experiment_code_hard,prisoner,survivor,hard,experiment_code,該角色的實驗代號為？,10-0-2/11-1-1,"[""10-0-2/11-1-1"",""11-0-3"",""0-0-1""]"
entomologist_manor_name_easy,entomologist,survivor,easy,manor_name,該角色在莊園的名字是？,梅莉·普林尼,"[""伊塔庫亞"",""傑克"",""梅莉·普林尼""]"
entomologist_real_name_easy,entomologist,survivor,easy,real_name,該角色的本名是？,梅莉·恩德洛武,"[""梅莉·恩德洛武"",""蕭遙"",""邦邦""]"
entomologist_former_name_easy,entomologist,survivor,easy,former_name,該角色的曾用名是？,梅莉·恩德洛武,"[""班恩·佩雷茲"",""梅莉·恩德洛武"",""娜塔莉""]"
entomologist_alias_easy,entomologist,survivor,easy,alias,玩家可能怎麼稱呼該角色？,梅莉寶寶,"[""法拉蛛"",""貓貓人"",""梅莉寶寶""]"
entomologist_camp_easy,entomologist,survivor,easy,camp,該角色的陣營是？,求生者,"[""監管者"",""求生者""]"
entomologist_birthday_or_anniversary_easy,entomologist,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,12月22日,"[""9月24日"",""2月13日"",""12月22日""]"
entomologist_age_easy,entomologist,survivor,easy,age,該角色的年齡是？,28,"[""22"",""28"",""21""]"
entomologist_gender_easy,entomologist,survivor,easy,gender,該角色的性別是？,女,"[""女"",""男""]"
entomologist_likes_easy,entomologist,survivor,easy,likes,該角色喜歡？,蜂蜜、鮮花、帽子,"[""蜂蜜、鮮花、帽子"",""水"",""結構精密的機械、啤酒、工程學書籍""]"
entomologist_dislikes_easy,entomologist,survivor,easy,dislikes,該角色討厭？,尖音、白色、鏡子,"[""尖銳的東西"",""槍、獸夾陷阱"",""尖音、白色、鏡子""]"
entomologist_representative_s_tier_costume_easy,entomologist,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,"""鬼燭""","[""克拉肯"",""闔家宴"",""\""鬼燭\""""]"
entomologist_representative_a_tier_costume_easy,entomologist,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,箜篌、索菲亞,"[""小人國"",""箜篌、索菲亞"",""紅衣人、至萬千無言者""]"
entomologist_abyss_s_or_a_costume_easy,entomologist,survivor,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,荒原之花、菲麗絲、曼陀羅,"[""荒原之花、菲麗絲、曼陀羅"",""羅密歐、湖中影、瑪吉努"",""\""無用功\""G、反骨之縛、鎢""]"
entomologist_cn_release_date_hard,entomologist,survivor,hard,cn_release_date,該角色的上線日期為？,2020-06-24,"[""2018-09-13"",""2020-06-24"",""2020-03-19""]"
entomologist_cn_voice_actor_hard,entomologist,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,黃鶯,"[""孫曄"",""黃鶯"",""劉垚""]"
painter_manor_name_easy,painter,survivor,easy,manor_name,該角色在莊園的名字是？,艾格·瓦爾登,"[""威廉·艾利斯"",""弗雷迪·萊利"",""艾格·瓦爾登""]"
painter_real_name_easy,painter,survivor,easy,real_name,該角色的本名是？,艾格·瓦爾登,"[""穆羅"",""艾格·瓦爾登"",""何塞·巴登""]"
painter_alias_easy,painter,survivor,easy,alias,玩家可能怎麼稱呼該角色？,畫畫,"[""小特"",""牢飛"",""畫畫""]"
painter_camp_easy,painter,survivor,easy,camp,該角色的陣營是？,求生者,"[""求生者"",""監管者""]"
painter_birthday_or_anniversary_easy,painter,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,4月23日,"[""4月23日"",""12月7日"",""11月13日""]"
painter_age_easy,painter,survivor,easy,age,該角色的年齡是？,21,"[""21"",""30"",""32""]"
painter_gender_easy,painter,survivor,easy,gender,該角色的性別是？,男,"[""男"",""女""]"
painter_likes_easy,painter,survivor,easy,likes,該角色喜歡？,美麗的、充滿藝術感的人或物,"[""黑暗的環境、優酪乳牛肉、雨天"",""新奇的生物"",""美麗的、充滿藝術感的人或物""]"
painter_dislikes_easy,painter,survivor,easy,dislikes,該角色討厭？,無用的、聒噪的人或物,"[""無用的、聒噪的人或物"",""狩獵者、看書"",""老鼠、狐狸""]"
painter_representative_s_tier_costume_easy,painter,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,交響挽歌,"[""交響挽歌"",""國王的裁縫"",""三面神""]"
painter_representative_a_tier_costume_easy,painter,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,納西瑟斯、黃金比例,"[""竹華、花嫁"",""納西瑟斯、黃金比例"",""查吉、狂歡時刻、裁紙機""]"
painter_abyss_s_or_a_costume_easy,painter,survivor,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,多色印刷、達芬奇、掌中篆記,"[""多色印刷、達芬奇、掌中篆記"",""灰燼狂想、祖祖、緘默者"",""\""無用功\""G、反骨之縛、鎢""]"
painter_cn_release_date_hard,painter,survivor,hard,cn_release_date,該角色的上線日期為？,2020-09-24,"[""2021-10-14"",""2020-09-24"",""2022-04-06""]"
painter_cn_voice_actor_hard,painter,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,薛諒,"[""薛諒"",""黃鶯"",""陳昊天""]"
painter_experiment_code_hard,painter,survivor,hard,experiment_code,該角色的實驗代號為？,5-?-1,"[""9-?-2"",""4-0-3"",""5-?-1""]"
batter_manor_name_easy,batter,survivor,easy,manor_name,該角色在莊園的名字是？,甘吉·古普塔,"[""盧基諾·迪魯西"",""甘吉·古普塔"",""裘克""]"
batter_real_name_easy,batter,survivor,easy,real_name,該角色的本名是？,甘吉·古普塔,"[""甘吉·古普塔"",""馬庫斯·索恩"",""瑟維·勒·羅伊""]"
batter_alias_easy,batter,survivor,easy,alias,玩家可能怎麼稱呼該角色？,擊仔,"[""開塞露"",""空姐"",""擊仔""]"
batter_camp_easy,batter,survivor,easy,camp,該角色的陣營是？,求生者,"[""監管者"",""求生者""]"
batter_birthday_or_anniversary_easy,batter,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,5月29日,"[""9月13日"",""5月15日"",""5月29日""]"
batter_age_easy,batter,survivor,easy,age,該角色的年齡是？,21,"[""21"",""28"",""25""]"
batter_gender_easy,batter,survivor,easy,gender,該角色的性別是？,男,"[""男"",""女""]"
batter_likes_easy,batter,survivor,easy,likes,該角色喜歡？,玩耍、玩具、花草、板球,"[""彎刀、有月光的夜晚"",""遊記、小說"",""玩耍、玩具、花草、板球""]"
batter_dislikes_easy,batter,survivor,easy,dislikes,該角色討厭？,高牆、電網,"[""猴子"",""寒冷"",""高牆、電網""]"
batter_representative_s_tier_costume_easy,batter,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,冠軍舵手,"[""克拉肯"",""冠軍舵手"",""火車頭""]"
batter_representative_a_tier_costume_easy,batter,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,熔岩蛋糕,"[""與風共舞、向深處求告、芳澤霞"",""翦燭、忘川渡人"",""熔岩蛋糕""]"
batter_abyss_s_or_a_costume_easy,batter,survivor,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,"""無用功""G、反骨之縛、鎢","[""匣中夢、浴石商人、咫尺微光"",""羅密歐、湖中影、瑪吉努"",""\""無用功\""G、反骨之縛、鎢""]"
batter_cn_release_date_hard,batter,survivor,hard,cn_release_date,該角色的上線日期為？,2020-12-24,"[""2020-12-24"",""2019-06-06"",""2018-04-02""]"
batter_cn_voice_actor_hard,batter,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,安志,"[""安志"",""李元韜"",""孟祥龍""]"
batter_experiment_code_hard,batter,survivor,hard,experiment_code,該角色的實驗代號為？,3-1-4,"[""3-1-4"",""2-0-2"",""5-0-2""]"
toy_merchant_manor_name_easy,toy_merchant,survivor,easy,manor_name,該角色在莊園的名字是？,安妮·萊斯特,"[""伊芙琳·莫雷"",""安妮·萊斯特"",""傑弗里·博納維塔""]"
toy_merchant_real_name_easy,toy_merchant,survivor,easy,real_name,該角色的本名是？,安妮·萊斯特,"[""帕緹夏·多里瓦爾"",""安妮·萊斯特"",""瑪麗·安托瓦內特""]"
toy_merchant_alias_easy,toy_merchant,survivor,easy,alias,玩家可能怎麼稱呼該角色？,軍火商,"[""軍火商"",""電擊老頭"",""uu""]"
toy_merchant_camp_easy,toy_merchant,survivor,easy,camp,該角色的陣營是？,求生者,"[""求生者"",""監管者""]"
toy_merchant_birthday_or_anniversary_easy,toy_merchant,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,11月29日,"[""12月25日"",""11月29日"",""10月2日""]"
toy_merchant_age_easy,toy_merchant,survivor,easy,age,該角色的年齡是？,24,"[""35"",""25"",""24""]"
toy_merchant_gender_easy,toy_merchant,survivor,easy,gender,該角色的性別是？,女,"[""男"",""女""]"
toy_merchant_likes_easy,toy_merchant,survivor,easy,likes,該角色喜歡？,木製玩具,"[""木製玩具"",""紫色鳶尾、沙漏、墓誌銘"",""睿智、具備創造性的""]"
toy_merchant_dislikes_easy,toy_merchant,survivor,easy,dislikes,該角色討厭？,欺騙、教條主義,"[""被人威脅"",""睡眠、縫紉、狂信徒"",""欺騙、教條主義""]"
toy_merchant_representative_s_tier_costume_easy,toy_merchant,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,暉之羽,"[""暉之羽"",""星之王"",""采風的仙靈""]"
toy_merchant_representative_a_tier_costume_easy,toy_merchant,survivor,easy,representative_a_tier_costume,該角色擁有哪些時裝？,花千樹,"[""花千樹"",""熔岩蛋糕"",""獵龍者""]"
toy_merchant_abyss_s_or_a_costume_easy,toy_merchant,survivor,easy,abyss_s_or_a_costume,該角色擁有哪些時裝？,匣中夢、浴石商人、咫尺微光,"[""\""裁縫夫人\""、蛇蠍美人、補天裂"",""匣中夢、浴石商人、咫尺微光"",""雪原獵人、弄臣、青須的公爵""]"
toy_merchant_cn_release_date_hard,toy_merchant,survivor,hard,cn_release_date,該角色的上線日期為？,2021-05-08,"[""2020-08-06"",""2021-05-08"",""2019-12-08""]"
toy_merchant_cn_voice_actor_hard,toy_merchant,survivor,hard,cn_voice_actor,該角色的中文配音演員為？,杜晴晴,"[""杜晴晴"",""秦文靜"",""董勝章""]"
toy_merchant_experiment_code_hard,toy_merchant,survivor,hard,experiment_code,該角色的實驗代號為？,3-1-2,"[""2-1-1"",""5-0-3"",""3-1-2""]"
psychologist_manor_name_easy,psychologist,survivor,easy,manor_name,該角色在莊園的名字是？,艾達·梅斯默,"[""艾格·瓦爾登"",""艾達·梅斯默"",""安德魯·克雷斯""]"
psychologist_real_name_easy,psychologist,survivor,easy,real_name,該角色的本名是？,艾達·梅斯默,"[""埃弗隆·懷茲"",""溫迪·福特"",""艾達·梅斯默""]"
psychologist_alias_easy,psychologist,survivor,easy,alias,玩家可能怎麼稱呼該角色？,三刀姐,"[""跳跳蜥"",""三刀姐"",""豬豬俠""]"
psychologist_camp_easy,psychologist,survivor,easy,camp,該角色的陣營是？,求生者,"[""求生者"",""監管者""]"
psychologist_birthday_or_anniversary_easy,psychologist,survivor,easy,birthday_or_anniversary,該角色的生日／紀念日是？,10月10日,"[""4月2日"",""10月10日"",""農曆七月十五日""]"
psychologist_age_easy,psychologist,survivor,easy,age,該角色的年齡是？,30,"[""25"",""30"",""24""]"
psychologist_gender_easy,psychologist,survivor,easy,gender,該角色的性別是？,女,"[""女"",""男""]"
psychologist_likes_easy,psychologist,survivor,easy,likes,該角色喜歡？,醫學研究、埃米爾,"[""司南、傘"",""創新的事物、氣象研究、甜食"",""醫學研究、埃米爾""]"
psychologist_dislikes_easy,psychologist,survivor,easy,dislikes,該角色討厭？,無用社交,"[""炸藥"",""無用社交"",""無用社交、虛偽的謊言""]"
psychologist_representative_s_tier_costume_easy,psychologist,survivor,easy,representative_s_tier_costume,該角色擁有哪些時裝？,恆夢,"[""路克"",""\""宿命\"""",""恆夢""]"
